Formula,Name,M+2H,M-H,Exact Mass,M+H,M+Na,2M-H,2M+H,2M+Na,,,,,,,,,,
C40H71N7O14,Amphibactin C,4776.02262,9549.0234,9550.0307,9551.0380,9573.0297,19099.0541,19101.0687,19123.0604,,,,,,,1000000,1000000,1000000,1000000
C41H71N13O8,Octapeptin Co; Bu 2470A,4776.52262,9550.0234,9551.0307,9552.0380,9574.0297,19101.0541,19103.0687,19125.0604,,,,,,,1000000,1000000,1000000,1000000
C41H50N10O12,Pacidamycin 1,4777.02262,9551.0234,9552.0307,9553.0380,9575.0297,19103.0541,19105.0687,19127.0604,,,,,,,1000000,1000000,1000000,1000000
C40H74O14S3,Izumenolide; EM 4615; EM-4615-A,4777.52262,9552.0234,9553.0307,9554.0380,9576.0297,19105.0541,19107.0687,19129.0604,,,,,,,1000000,1000000,1000000,1000000
C42H70N2O15S,Mycinamicin X,4778.02262,9553.0234,9554.0307,9555.0380,9577.0297,19107.0541,19109.0687,19131.0604,,,,,,,1000000,1000000,1000000,1000000
C42H70N2O15S,Mycinamicin X',4778.52262,9554.0234,9555.0307,9556.0380,9578.0297,19109.0541,19111.0687,19133.0604,,,,,,,1000000,1000000,1000000,1000000
C47H70O15,5-Oxoavermectin B2b,4779.02262,9555.0234,9556.0307,9557.0380,9579.0297,19111.0541,19113.0687,19135.0604,,,,,,,1000000,1000000,1000000,1000000
C47H70O15,26-Hydroxy-avermectin B1b,4779.52262,9556.0234,9557.0307,9558.0380,9580.0297,19113.0541,19115.0687,19137.0604,,,,,,,1000000,1000000,1000000,1000000
C40H37N5O18,"3-[7,12,17-Tris-(2-carboxy-ethyl)-3,8,13",4780.02262,9557.0234,9558.0307,9559.0380,9581.0297,19115.0541,19117.0687,19139.0604,,,,,,,1000000,1000000,1000000,1000000
C40H73N7O14,Amphibactin F,4780.52262,9558.0234,9559.0307,9560.0380,9582.0297,19117.0541,19119.0687,19141.0604,,,,,,,1000000,1000000,1000000,1000000
C45H30FeN3O13+3,WK-5344A,4781.02262,9559.0234,9560.0307,9561.0380,9583.0297,19119.0541,19121.0687,19143.0604,,,,,,,1000000,1000000,1000000,1000000
C42H52O20,Trioxacarcin A; DC-45A,4781.52262,9560.0234,9561.0307,9562.0380,9584.0297,19121.0541,19123.0687,19145.0604,,,,,,,1000000,1000000,1000000,1000000
C43H48N4O16,Trimethylisobactereochlorin,4782.02262,9561.0234,9562.0307,9563.0380,9585.0297,19123.0541,19125.0687,19147.0604,,,,,,,1000000,1000000,1000000,1000000
C51H60N2O11,Naphthostatin-A,4782.52262,9562.0234,9563.0307,9564.0380,9586.0297,19125.0541,19127.0687,19149.0604,,,,,,,1000000,1000000,1000000,1000000
C51H60N2O11,Naphthostatin-B,4783.02262,9563.0234,9564.0307,9565.0380,9587.0297,19127.0541,19129.0687,19151.0604,,,,,,,1000000,1000000,1000000,1000000
C45H64N8O10,Neoviridogrisein I,4783.52262,9564.0234,9565.0307,9566.0380,9588.0297,19129.0541,19131.0687,19153.0604,,,,,,,1000000,1000000,1000000,1000000
C45H64N8O10,Neoviridogrisein MP,4784.02262,9565.0234,9566.0307,9567.0380,9589.0297,19131.0541,19133.0687,19155.0604,,,,,,,1000000,1000000,1000000,1000000
C47H72O15,Avermectin-B2b; C-076-B2b,4784.52262,9566.0234,9567.0307,9568.0380,9590.0297,19133.0541,19135.0687,19157.0604,,,,,,,1000000,1000000,1000000,1000000
C48H76O14,C-076 Ic,4785.02262,9567.0234,9568.0307,9569.0380,9591.0297,19135.0541,19137.0687,19159.0604,,,,,,,1000000,1000000,1000000,1000000
C48H76O14,"6,8a-Seco-6,8a-deoxyavermectin B2a",4785.52262,9568.0234,9569.0307,9570.0380,9592.0297,19137.0541,19139.0687,19161.0604,,,,,,,1000000,1000000,1000000,1000000
C44H80N2O15,Megalomicin; Megalomicin-A; Sch 13430; W,4786.02262,9569.0234,9570.0307,9571.0380,9593.0297,19139.0541,19141.0687,19163.0604,,,,,,,1000000,1000000,1000000,1000000
C38H55N9O13S,A-38533A2,4786.52262,9570.0234,9571.0307,9572.0380,9594.0297,19141.0541,19143.0687,19165.0604,,,,,,,1000000,1000000,1000000,1000000
C38H55N9O13S,A-38533C,4787.02262,9571.0234,9572.0307,9573.0380,9595.0297,19143.0541,19145.0687,19167.0604,,,,,,,1000000,1000000,1000000,1000000
C39H63N11O12,Kurstakin 1,4787.52262,9572.0234,9573.0307,9574.0380,9596.0297,19145.0541,19147.0687,19169.0604,,,,,,,1000000,1000000,1000000,1000000
C45H73BNO15-,Boromycin; Ivomycin; A-28829,4788.02262,9573.0234,9574.0307,9575.0380,9597.0297,19147.0541,19149.0687,19171.0604,,,,,,,1000000,1000000,1000000,1000000
C45H30FeN3O13,Ferroverdin B,4788.52262,9574.0234,9575.0307,9576.0380,9598.0297,19149.0541,19151.0687,19173.0604,,,,,,,1000000,1000000,1000000,1000000
C42H54O20,Trioxacarcin C; DC-45-B2,4789.02262,9575.0234,9576.0307,9577.0380,9599.0297,19151.0541,19153.0687,19175.0604,,,,,,,1000000,1000000,1000000,1000000
C40H62O21,"PHB; sPHB; Poly-(hydroxybutyric acid), m",4789.52262,9576.0234,9577.0307,9578.0380,9600.0297,19153.0541,19155.0687,19177.0604,,,,,,,1000000,1000000,1000000,1000000
C44H62N8O11,Viridogrisein I; Etamycin A; Neoviridogr,4790.02262,9577.0234,9578.0307,9579.0380,9601.0297,19155.0541,19157.0687,19179.0604,,,,,,,1000000,1000000,1000000,1000000
C48H70N4O11,Compound 6,4790.52262,9578.0234,9579.0307,9580.0380,9602.0297,19157.0541,19159.0687,19181.0604,,,,,,,1000000,1000000,1000000,1000000
C46H86O15,S-361A-2; (2R)-1-[a-Glucopyranosyl-(1a-,4791.02262,9579.0234,9580.0307,9581.0380,9603.0297,19159.0541,19161.0687,19183.0604,,,,,,,1000000,1000000,1000000,1000000
C46H86O15,"1,2-Diacylglycero-beta-glucosyl-beta-man",4791.52262,9580.0234,9581.0307,9582.0380,9604.0297,19161.0541,19163.0687,19185.0604,,,,,,,1000000,1000000,1000000,1000000
C46H86O15,Monoacyldiglycosyl-monoacylglycerol; 1-,4792.02262,9581.0234,9582.0307,9583.0380,9605.0297,19163.0541,19165.0687,19187.0604,,,,,,,1000000,1000000,1000000,1000000
C40H49N9O12S,Sansanmycin C; Antibiotic SS-3,4792.52262,9582.0234,9583.0307,9584.0380,9606.0297,19165.0541,19167.0687,19189.0604,,,,,,,1000000,1000000,1000000,1000000
C38H57N9O13S,Autoinducing peptide II; AIP II,4793.02262,9583.0234,9584.0307,9585.0380,9607.0297,19167.0541,19169.0687,19191.0604,,,,,,,1000000,1000000,1000000,1000000
C46H76N2O14,Eurocidin A; Eurocidin; Eurocydein; 549-,4793.52262,9584.0234,9585.0307,9586.0380,9608.0297,19169.0541,19171.0687,19193.0604,,,,,,,1000000,1000000,1000000,1000000
C46H55N7O11,Enopeptin-B,4794.02262,9585.0234,9586.0307,9587.0380,9609.0297,19171.0541,19173.0687,19195.0604,,,,,,,1000000,1000000,1000000,1000000
C36H59N13O13,Pheganomycin DR,4794.52262,9586.0234,9587.0307,9588.0380,9610.0297,19173.0541,19175.0687,19197.0604,,,,,,,1000000,1000000,1000000,1000000
C45H71NO16,YO-9010,4795.02262,9587.0234,9588.0307,9589.0380,9611.0297,19175.0541,19177.0687,19199.0604,,,,,,,1000000,1000000,1000000,1000000
C40H67N9O13,Dentigerumycin,4795.52262,9588.0234,9589.0307,9590.0380,9612.0297,19177.0541,19179.0687,19201.0604,,,,,,,1000000,1000000,1000000,1000000
C39H42N6O18,Corynebactin; Bacillibactin,4796.02262,9589.0234,9590.0307,9591.0380,9613.0297,19179.0541,19181.0687,19203.0604,,,,,,,1000000,1000000,1000000,1000000
C51H46O14,AH-20,4796.52262,9590.0234,9591.0307,9592.0380,9614.0297,19181.0541,19183.0687,19205.0604,,,,,,,1000000,1000000,1000000,1000000
C45H54N8O11,Ostreogrycin B3; Ostreogricin Z3; E-129-,4797.02262,9591.0234,9592.0307,9593.0380,9615.0297,19183.0541,19185.0687,19207.0604,,,,,,,1000000,1000000,1000000,1000000
C46H74O16,Ammocidin D,4797.52262,9592.0234,9593.0307,9594.0380,9616.0297,19185.0541,19187.0687,19209.0604,,,,,,,1000000,1000000,1000000,1000000
C47H78O15,3'-Hydroxydianemycin; TM-531-C,4798.02262,9593.0234,9594.0307,9595.0380,9617.0297,19187.0541,19189.0687,19211.0604,,,,,,,1000000,1000000,1000000,1000000
C47H78O15,CP-80219,4798.52262,9594.0234,9595.0307,9596.0380,9618.0297,19189.0541,19191.0687,19213.0604,,,,,,,1000000,1000000,1000000,1000000
C41H74N10O11,Fusaricidin A; LI-F04a,4799.02262,9595.0234,9596.0307,9597.0380,9619.0297,19191.0541,19193.0687,19215.0604,,,,,,,1000000,1000000,1000000,1000000
C57H86O7,Thermocryptoxanthin-11; C1-11,4799.52262,9596.0234,9597.0307,9598.0380,9620.0297,19193.0541,19195.0687,19217.0604,,,,,,,1000000,1000000,1000000,1000000
C38H57N7O17,MT-497,4800.02262,9597.0234,9598.0307,9599.0380,9621.0297,19195.0541,19197.0687,19219.0604,,,,,,,1000000,1000000,1000000,1000000
C43H61N7O13,RPI-856-A,4800.52262,9598.0234,9599.0307,9600.0380,9622.0297,19197.0541,19199.0687,19221.0604,,,,,,,1000000,1000000,1000000,1000000
C43H61N7O13,RPI-856-B,4801.02262,9599.0234,9600.0307,9601.0380,9623.0297,19199.0541,19201.0687,19223.0604,,,,,,,1000000,1000000,1000000,1000000
C43H61N7O13,Arylomycin B4,4801.52262,9600.0234,9601.0307,9602.0380,9624.0297,19201.0541,19203.0687,19225.0604,,,,,,,1000000,1000000,1000000,1000000
C43H61N7O13,Arylomycin B5,4802.02262,9601.0234,9602.0307,9603.0380,9625.0297,19203.0541,19205.0687,19227.0604,,,,,,,1000000,1000000,1000000,1000000
C50H77NO12,29-Demethoxyrapamycin; AY-24668; 27-Deme,4802.52262,9602.0234,9603.0307,9604.0380,9626.0297,19205.0541,19207.0687,19229.0604,,,,,,,1000000,1000000,1000000,1000000
C47H81NO14,A-82548A,4803.02262,9603.0234,9604.0307,9605.0380,9627.0297,19207.0541,19209.0687,19231.0604,,,,,,,1000000,1000000,1000000,1000000
C48H77N5O10,"Mycobactin (18,DB)",4803.52262,9604.0234,9605.0307,9606.0380,9628.0297,19209.0541,19211.0687,19233.0604,,,,,,,1000000,1000000,1000000,1000000
C26H32N10O21S2,Sulfohalopterin,4804.02262,9605.0234,9606.0307,9607.0380,9629.0297,19211.0541,19213.0687,19235.0604,,,,,,,1000000,1000000,1000000,1000000
C45H76N2O15,Foromacidin B; Spiramycin II; Spiramycin,4804.52262,9606.0234,9607.0307,9608.0380,9630.0297,19213.0541,19215.0687,19237.0604,,,,,,,1000000,1000000,1000000,1000000
C47H80O15,"Carriomycin; 6,27-Didemethoxyantibiotic ",4805.02262,9607.0234,9608.0307,9609.0380,9631.0297,19215.0541,19217.0687,19239.0604,,,,,,,1000000,1000000,1000000,1000000
C47H80O15,A80789,4805.52262,9608.0234,9609.0307,9610.0380,9632.0297,19217.0541,19219.0687,19241.0604,,,,,,,1000000,1000000,1000000,1000000
C48H84O14,Alborixin; S-14750-A,4806.02262,9609.0234,9610.0307,9611.0380,9633.0297,19219.0541,19221.0687,19243.0604,,,,,,,1000000,1000000,1000000,1000000
C48H71NO14,Virustomycin A; AM 2604A,4806.52262,9610.0234,9611.0307,9612.0380,9634.0297,19221.0541,19223.0687,19245.0604,,,,,,,1000000,1000000,1000000,1000000
C45H75NO16,CP 56064; 3B-Demethyl-3B-deoxytylosin,4807.02262,9611.0234,9612.0307,9613.0380,9635.0297,19223.0541,19225.0687,19247.0604,,,,,,,1000000,1000000,1000000,1000000
C45H75NO16,2'''-Demethoxy-4'''-epi-tylosin,4807.52262,9612.0234,9613.0307,9614.0380,9636.0297,19225.0541,19227.0687,19249.0604,,,,,,,1000000,1000000,1000000,1000000
C45H75NO16,2'''-Demethoxytylosin,4808.02262,9613.0234,9614.0307,9615.0380,9637.0297,19227.0541,19229.0687,19251.0604,,,,,,,1000000,1000000,1000000,1000000
C49H75NO13,"7,29-Desmethyl-rapamycin; CJ-12225; 16,2",4808.52262,9614.0234,9615.0307,9616.0380,9638.0297,19229.0541,19231.0687,19253.0604,,,,,,,1000000,1000000,1000000,1000000
C49H75NO13,27-O-Demethylproline-rapamycin; CJ-12798,4809.02262,9615.0234,9616.0307,9617.0380,9639.0297,19231.0541,19233.0687,19255.0604,,,,,,,1000000,1000000,1000000,1000000
C49H75NO13,"16,39-Bisdemethyl-rapamycin; 7,42-Bis(O-",4809.52262,9616.0234,9617.0307,9618.0380,9640.0297,19233.0541,19235.0687,19257.0604,,,,,,,1000000,1000000,1000000,1000000
C42H75N7O13,Amphibactin I,4810.02262,9617.0234,9618.0307,9619.0380,9641.0297,19235.0541,19237.0687,19259.0604,,,,,,,1000000,1000000,1000000,1000000
C47H83NO14,Yokonolide A,4810.52262,9618.0234,9619.0307,9620.0380,9642.0297,19237.0541,19239.0687,19261.0604,,,,,,,1000000,1000000,1000000,1000000
C48H79N5O10,Mycobactin (18),4811.02262,9619.0234,9620.0307,9621.0380,9643.0297,19239.0541,19241.0687,19263.0604,,,,,,,1000000,1000000,1000000,1000000
C41H46N2O20,Pradimicin-FL,4811.52262,9620.0234,9621.0307,9622.0380,9644.0297,19241.0541,19243.0687,19265.0604,,,,,,,1000000,1000000,1000000,1000000
C46H68BO16-,Tartrolone C,4812.02262,9621.0234,9622.0307,9623.0380,9645.0297,19243.0541,19245.0687,19267.0604,,,,,,,1000000,1000000,1000000,1000000
C49H74O14,Avermectin A1a; C 076A1a,4812.52262,9622.0234,9623.0307,9624.0380,9646.0297,19245.0541,19247.0687,19269.0604,,,,,,,1000000,1000000,1000000,1000000
C46H78O16,6016,4813.02262,9623.0234,9624.0307,9625.0380,9647.0297,19247.0541,19249.0687,19271.0604,,,,,,,1000000,1000000,1000000,1000000
C46H78O16,UK-41637,4813.52262,9624.0234,9625.0307,9626.0380,9648.0297,19249.0541,19251.0687,19273.0604,,,,,,,1000000,1000000,1000000,1000000
C46H78O16,Maduramicin; A-13001-C,4814.02262,9625.0234,9626.0307,9627.0380,9649.0297,19251.0541,19253.0687,19275.0604,,,,,,,1000000,1000000,1000000,1000000
C37H70N14O11,A-53930A; Lavendothricin-C,4814.52262,9626.0234,9627.0307,9628.0380,9650.0297,19253.0541,19255.0687,19277.0604,,,,,,,1000000,1000000,1000000,1000000
C37H70N14O11,Streptothricin-C; OP-2D; Racemomycin-D; ,4815.02262,9627.0234,9628.0307,9629.0380,9651.0297,19255.0541,19257.0687,19279.0604,,,,,,,1000000,1000000,1000000,1000000
C42H78N8O12,Linenscin-OC2,4815.52262,9628.0234,9629.0307,9630.0380,9652.0297,19257.0541,19259.0687,19281.0604,,,,,,,1000000,1000000,1000000,1000000
C46H95O11PS,Phosphatidyl glycerosulfate; PGS; Archae,4816.02262,9629.0234,9630.0307,9631.0380,9653.0297,19259.0541,19261.0687,19283.0604,,,,,,,1000000,1000000,1000000,1000000
C46H96O11P2,"2,3-Di-O-phytanyl-sn-glycerophosphate",4816.52262,9630.0234,9631.0307,9632.0380,9654.0297,19261.0541,19263.0687,19285.0604,,,,,,,1000000,1000000,1000000,1000000
C37H48Cl3N7O12,Kutzneride 2,4817.02262,9631.0234,9632.0307,9633.0380,9655.0297,19263.0541,19265.0687,19287.0604,,,,,,,1000000,1000000,1000000,1000000
C37H48Cl3N7O12,Kutzneride 8,4817.52262,9632.0234,9633.0307,9634.0380,9656.0297,19265.0541,19267.0687,19289.0604,,,,,,,1000000,1000000,1000000,1000000
C34H46N7O19P,Sarcinapterin,4818.02262,9633.0234,9634.0307,9635.0380,9657.0297,19267.0541,19269.0687,19291.0604,,,,,,,1000000,1000000,1000000,1000000
C44H73NO17,Demethylmacrocin; YO-7625,4818.52262,9634.0234,9635.0307,9636.0380,9658.0297,19269.0541,19271.0687,19293.0604,,,,,,,1000000,1000000,1000000,1000000
C45H55Cl3N2O10,BE-45722 B,4819.02262,9635.0234,9636.0307,9637.0380,9659.0297,19271.0541,19273.0687,19295.0604,,,,,,,1000000,1000000,1000000,1000000
C48H72O15,5-Oxoavermectin B2a,4819.52262,9636.0234,9637.0307,9638.0380,9660.0297,19273.0541,19275.0687,19297.0604,,,,,,,1000000,1000000,1000000,1000000
C48H72O15,27-Hydroxy-avermectin B1a,4820.02262,9637.0234,9638.0307,9639.0380,9661.0297,19275.0541,19277.0687,19299.0604,,,,,,,1000000,1000000,1000000,1000000
C52H72O12,Astaxanthin dirhamnoside,4820.52262,9638.0234,9639.0307,9640.0380,9662.0297,19277.0541,19279.0687,19301.0604,,,,,,,1000000,1000000,1000000,1000000
C45H76O17,CP-120509,4821.02262,9639.0234,9640.0307,9641.0380,9663.0297,19279.0541,19281.0687,19303.0604,,,,,,,1000000,1000000,1000000,1000000
C46H47N7O12,Cochinmicin-I; Cochinmycin-I,4821.52262,9640.0234,9641.0307,9642.0380,9664.0297,19281.0541,19283.0687,19305.0604,,,,,,,1000000,1000000,1000000,1000000
C46H47N7O12,Cochinmicin-V,4822.02262,9641.0234,9642.0307,9643.0380,9665.0297,19283.0541,19285.0687,19307.0604,,,,,,,1000000,1000000,1000000,1000000
C47H55NO16,JBIR-92,4822.52262,9642.0234,9643.0307,9644.0380,9666.0297,19285.0541,19287.0687,19309.0604,,,,,,,1000000,1000000,1000000,1000000
C38H59N5O17S,Liposidomycin-A-(II),4823.02262,9643.0234,9644.0307,9645.0380,9667.0297,19287.0541,19289.0687,19311.0604,,,,,,,1000000,1000000,1000000,1000000
C44H75NO17,2''-O-Demethyl-20-dihydromacrocin; 20-Di,4823.52262,9644.0234,9645.0307,9646.0380,9668.0297,19289.0541,19291.0687,19313.0604,,,,,,,1000000,1000000,1000000,1000000
C44H58O17S,Urdamycin E,4824.02262,9645.0234,9646.0307,9647.0380,9669.0297,19291.0541,19293.0687,19315.0604,,,,,,,1000000,1000000,1000000,1000000
C52H54N6O8,Tryptyrangin,4824.52262,9646.0234,9647.0307,9648.0380,9670.0297,19293.0541,19295.0687,19317.0604,,,,,,,1000000,1000000,1000000,1000000
C42H70N2O16S,Mycinamicin XI,4825.02262,9647.0234,9648.0307,9649.0380,9671.0297,19295.0541,19297.0687,19319.0604,,,,,,,1000000,1000000,1000000,1000000
C42H70N2O16S,Mycinamicin XI',4825.52262,9648.0234,9649.0307,9650.0380,9672.0297,19297.0541,19299.0687,19321.0604,,,,,,,1000000,1000000,1000000,1000000
C50H67ClN2O10,MM 46115,4826.02262,9649.0234,9650.0307,9651.0380,9673.0297,19299.0541,19301.0687,19323.0604,,,,,,,1000000,1000000,1000000,1000000
C48H74O15,Avermectin A2b; C 076A2b,4826.52262,9650.0234,9651.0307,9652.0380,9674.0297,19301.0541,19303.0687,19325.0604,,,,,,,1000000,1000000,1000000,1000000
C48H74O15,Avermectin B2a; C 076B2a,4827.02262,9651.0234,9652.0307,9653.0380,9675.0297,19303.0541,19305.0687,19327.0604,,,,,,,1000000,1000000,1000000,1000000
C48H74O15,"27-Hydroxy-22,23-dihydroavermectin B1a",4827.52262,9652.0234,9653.0307,9654.0380,9676.0297,19305.0541,19307.0687,19329.0604,,,,,,,1000000,1000000,1000000,1000000
C48H74O15,"22,23-Dihydro-30-hydroxyavermectin B1a",4828.02262,9653.0234,9654.0307,9655.0380,9677.0297,19307.0541,19309.0687,19331.0604,,,,,,,1000000,1000000,1000000,1000000
C40H65N11O12,Kurstakin 2,4828.52262,9654.0234,9655.0307,9656.0380,9678.0297,19309.0541,19311.0687,19333.0604,,,,,,,1000000,1000000,1000000,1000000
C40H65N11O12,Kurstakin 3,4829.02262,9655.0234,9656.0307,9657.0380,9679.0297,19311.0541,19313.0687,19335.0604,,,,,,,1000000,1000000,1000000,1000000
C44H44O20,HMP-P1,4829.52262,9656.0234,9657.0307,9658.0380,9680.0297,19313.0541,19315.0687,19337.0604,,,,,,,1000000,1000000,1000000,1000000
C45H68N2O16,Brasilicardin-A; 0406TP1,4830.02262,9657.0234,9658.0307,9659.0380,9681.0297,19315.0541,19317.0687,19339.0604,,,,,,,1000000,1000000,1000000,1000000
C45H68N2O16,0406TP1; Brasilicardin B,4830.52262,9658.0234,9659.0307,9660.0380,9682.0297,19317.0541,19319.0687,19341.0604,,,,,,,1000000,1000000,1000000,1000000
C45H64N8O11,Neoviridogrisein III,4831.02262,9659.0234,9660.0307,9661.0380,9683.0297,19319.0541,19321.0687,19343.0604,,,,,,,1000000,1000000,1000000,1000000
C52H76O12,"(all-E,3R,3'R)-Zeaxanthin-di-beta-D-gluc",4831.52262,9660.0234,9661.0307,9662.0380,9684.0297,19321.0541,19323.0687,19345.0604,,,,,,,1000000,1000000,1000000,1000000
C47H88O15,Monoacyldiglycosyl-monoacylglycerol; 1-,4832.02262,9661.0234,9662.0307,9663.0380,9685.0297,19323.0541,19325.0687,19347.0604,,,,,,,1000000,1000000,1000000,1000000
C47H88O15,(2R)-1-[a-Mannopyranosyl-(1a-3)-(6-O-acy,4832.52262,9662.0234,9663.0307,9664.0380,9686.0297,19325.0541,19327.0687,19349.0604,,,,,,,1000000,1000000,1000000,1000000
C47H88O15,S-361A-1; (2R)-1-[a-Glucopyranosyl-(1a-,4833.02262,9663.0234,9664.0307,9665.0380,9687.0297,19327.0541,19329.0687,19351.0604,,,,,,,1000000,1000000,1000000,1000000
C47H88O15,Monoacyldiglycosyl-monoacylglycerol; 1-,4833.52262,9664.0234,9665.0307,9666.0380,9688.0297,19329.0541,19331.0687,19353.0604,,,,,,,1000000,1000000,1000000,1000000
C49H96O13,GGL 1,4834.02262,9665.0234,9666.0307,9667.0380,9689.0297,19331.0541,19333.0687,19355.0604,,,,,,,1000000,1000000,1000000,1000000
C37H59N13O13,LL-BM 123g1; BM 123 g1; Cinodine I; Cino,4834.52262,9666.0234,9667.0307,9668.0380,9690.0297,19333.0541,19335.0687,19357.0604,,,,,,,1000000,1000000,1000000,1000000
C37H59N13O13,LL-BM-123g2; BM-123 g2; Cinodine II; Cin,4835.02262,9667.0234,9668.0307,9669.0380,9691.0297,19335.0541,19337.0687,19359.0604,,,,,,,1000000,1000000,1000000,1000000
C49H83NO13,SPA-6952A,4835.52262,9668.0234,9669.0307,9670.0380,9692.0297,19337.0541,19339.0687,19361.0604,,,,,,,1000000,1000000,1000000,1000000
C42H54O21,Trioxacarcin B; DC-45B1,4836.02262,9669.0234,9670.0307,9671.0380,9693.0297,19339.0541,19341.0687,19363.0604,,,,,,,1000000,1000000,1000000,1000000
C58H86O7,OH-Chlorobactene glucoside docecanoate,4836.52262,9670.0234,9671.0307,9672.0380,9694.0297,19341.0541,19343.0687,19365.0604,,,,,,,1000000,1000000,1000000,1000000
C58H86O7,Hydroxy-chlorobactene glucoside laurate,4837.02262,9671.0234,9672.0307,9673.0380,9695.0297,19343.0541,19345.0687,19367.0604,,,,,,,1000000,1000000,1000000,1000000
C43H49N3O18,Sugordomycin-D-4; Coumermycin D,4837.52262,9672.0234,9673.0307,9674.0380,9696.0297,19345.0541,19347.0687,19369.0604,,,,,,,1000000,1000000,1000000,1000000
C46H57NO17,Altromycin C,4838.02262,9673.0234,9674.0307,9675.0380,9697.0297,19347.0541,19349.0687,19371.0604,,,,,,,1000000,1000000,1000000,1000000
C46H57NO17,Altromycin-E,4838.52262,9674.0234,9675.0307,9676.0380,9698.0297,19349.0541,19351.0687,19373.0604,,,,,,,1000000,1000000,1000000,1000000
C47H57N7O11,Enopeptin-A,4839.02262,9675.0234,9676.0307,9677.0380,9699.0297,19351.0541,19353.0687,19375.0604,,,,,,,1000000,1000000,1000000,1000000
C44H61N7O13,Xanthostatin,4839.52262,9676.0234,9677.0307,9678.0380,9700.0297,19353.0541,19355.0687,19377.0604,,,,,,,1000000,1000000,1000000,1000000
C43H77NO18,2'-(O-[beta-D-Glucopyranosyl])erythromyc,4840.02262,9677.0234,9678.0307,9679.0380,9701.0297,19355.0541,19357.0687,19379.0604,,,,,,,1000000,1000000,1000000,1000000
C43H73N7O13,Verucopeptin,4840.52262,9678.0234,9679.0307,9680.0380,9702.0297,19357.0541,19359.0687,19381.0604,,,,,,,1000000,1000000,1000000,1000000
C44H61ClN8O10,Neoviridogrisein Cl-c,4841.02262,9679.0234,9680.0307,9681.0380,9703.0297,19359.0541,19361.0687,19383.0604,,,,,,,1000000,1000000,1000000,1000000
C44H61ClN8O10,Neoviridogrisein Cl-t,4841.52262,9680.0234,9681.0307,9682.0380,9704.0297,19361.0541,19363.0687,19385.0604,,,,,,,1000000,1000000,1000000,1000000
C48H80O15,X 14934A,4842.02262,9681.0234,9682.0307,9683.0380,9705.0297,19363.0541,19365.0687,19387.0604,,,,,,,1000000,1000000,1000000,1000000
C42H76N10O11,LI-F05a,4842.52262,9682.0234,9683.0307,9684.0380,9706.0297,19365.0541,19367.0687,19389.0604,,,,,,,1000000,1000000,1000000,1000000
C42H76N10O11,Fusaricidin B; LI-F04b,4843.02262,9683.0234,9684.0307,9685.0380,9707.0297,19367.0541,19369.0687,19391.0604,,,,,,,1000000,1000000,1000000,1000000
C42H76N10O11,LI-F05a,4843.52262,9684.0234,9685.0307,9686.0380,9708.0297,19369.0541,19371.0687,19393.0604,,,,,,,1000000,1000000,1000000,1000000
C42H76N10O11,LI-F06a,4844.02262,9685.0234,9686.0307,9687.0380,9709.0297,19371.0541,19373.0687,19395.0604,,,,,,,1000000,1000000,1000000,1000000
C46H43NO18,Simocyclinone B,4844.52262,9686.0234,9687.0307,9688.0380,9710.0297,19373.0541,19375.0687,19397.0604,,,,,,,1000000,1000000,1000000,1000000
C46H43NO18,Simocyclinone D4,4845.02262,9687.0234,9688.0307,9689.0380,9711.0297,19375.0541,19377.0687,19399.0604,,,,,,,1000000,1000000,1000000,1000000
C40H51N9O13S,Mureidomycin C,4845.52262,9688.0234,9689.0307,9690.0380,9712.0297,19377.0541,19379.0687,19401.0604,,,,,,,1000000,1000000,1000000,1000000
C45H55NO18,Altromycin-G,4846.02262,9689.0234,9690.0307,9691.0380,9713.0297,19379.0541,19381.0687,19403.0604,,,,,,,1000000,1000000,1000000,1000000
C44H63N7O13,Arylomycin B6,4846.52262,9690.0234,9691.0307,9692.0380,9714.0297,19381.0541,19383.0687,19405.0604,,,,,,,1000000,1000000,1000000,1000000
C51H79NO12,28-Deoxyrapamycin; CJ-12452,4847.02262,9691.0234,9692.0307,9693.0380,9715.0297,19383.0541,19385.0687,19407.0604,,,,,,,1000000,1000000,1000000,1000000
C49H79N5O10,Mycobactin P C20 alkyl,4847.52262,9692.0234,9693.0307,9694.0380,9716.0297,19385.0541,19387.0687,19409.0604,,,,,,,1000000,1000000,1000000,1000000
C49H79N5O10,"Mycobactin (19,DB)",4848.02262,9693.0234,9694.0307,9695.0380,9717.0297,19387.0541,19389.0687,19411.0604,,,,,,,1000000,1000000,1000000,1000000
C50H74O14,Doramectin; UK-67994,4848.52262,9694.0234,9695.0307,9696.0380,9718.0297,19389.0541,19391.0687,19413.0604,,,,,,,1000000,1000000,1000000,1000000
C46H78N2O15,Foromacidin C; Spiramycin III; Spiramyci,4849.02262,9695.0234,9696.0307,9697.0380,9719.0297,19391.0541,19393.0687,19415.0604,,,,,,,1000000,1000000,1000000,1000000
C48H82O15,LL-C23201d; Nanhumycin,4849.52262,9696.0234,9697.0307,9698.0380,9720.0297,19393.0541,19395.0687,19417.0604,,,,,,,1000000,1000000,1000000,1000000
C40H53N9O13S,Mureidomycin D,4850.02262,9697.0234,9698.0307,9699.0380,9721.0297,19395.0541,19397.0687,19419.0604,,,,,,,1000000,1000000,1000000,1000000
